0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.002994729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.005530933,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00677494,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.009375596,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.010643223,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.011810201,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.01301782,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.014194499,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9.015393726,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.0165356,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11.01765392,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12.01878811,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
13.01999347,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
14.02115404,11,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
15.02230364,12,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
16.02491937,12,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0
17.02613541,13,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0
18.02871686,14,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0
19.03126047,15,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0
20.03380295,16,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0